h	c	b	a	f	g	e	d	class
7.0	0.09	0.29	0.405	0.075	0.0815	0.112	0.2825	I
6.0	0.105	0.3	0.405	0.061	0.0805	0.1455	0.304	I
5.0	0.095	0.32	0.41	0.063	0.073	0.141	0.2905	I
9.0	0.115	0.315	0.415	0.065	0.103	0.2015	0.3895	M
6.0	0.105	0.34	0.425	0.0905	0.088	0.2015	0.389	I
6.0	0.105	0.34	0.43	0.0745	0.1075	0.2385	0.4405	I
5.0	0.105	0.34	0.44	0.08	0.1015	0.164	0.369	I
8.0	0.12	0.32	0.44	0.092	0.1025	0.2435	0.4565	M
9.0	0.11	0.365	0.44	0.089	0.1135	0.213	0.4465	I
6.0	0.125	0.335	0.45	0.126	0.11	0.2165	0.4475	M
7.0	0.135	0.335	0.455	0.0995	0.1065	0.274	0.501	I
8.0	0.11	0.355	0.46	0.096	0.125	0.1975	0.436	I
9.0	0.14	0.345	0.47	0.1105	0.116	0.229	0.4615	I
6.0	0.125	0.35	0.47	0.1165	0.1175	0.19	0.4315	I
6.0	0.12	0.355	0.47	0.0835	0.1365	0.126	0.3685	I
8.0	0.125	0.37	0.475	0.136	0.142	0.347	0.649	M
7.0	0.115	0.365	0.475	0.093	0.1165	0.2175	0.459	I
7.0	0.115	0.365	0.475	0.117	0.1335	0.281	0.566	F
7.0	0.125	0.36	0.48	0.1025	0.147	0.2795	0.542	I
6.0	0.12	0.38	0.485	0.1075	0.147	0.2075	0.4725	I
8.0	0.085	0.39	0.485	0.103	0.198	0.2945	0.6435	M
6.0	0.13	0.37	0.485	0.105	0.1555	0.2485	0.526	M
7.0	0.12	0.38	0.495	0.1285	0.144	0.2655	0.573	F
9.0	0.105	0.385	0.505	0.1245	0.1555	0.239	0.5525	M
9.0	0.135	0.38	0.505	0.1565	0.161	0.361	0.6855	F
8.0	0.125	0.395	0.515	0.096	0.17	0.2695	0.556	I
8.0	0.145	0.425	0.515	0.181	0.2185	0.497	0.9365	M
7.0	0.125	0.4	0.515	0.1245	0.17	0.25	0.5625	I
8.0	0.125	0.4	0.52	0.139	0.149	0.254	0.559	M
8.0	0.14	0.4	0.525	0.145	0.1735	0.3685	0.7205	M
9.0	0.13	0.43	0.53	0.1415	0.189	0.346	0.7045	I
8.0	0.125	0.4	0.53	0.151	0.175	0.398	0.7575	M
9.0	0.14	0.41	0.545	0.1775	0.203	0.3565	0.7405	F
8.0	0.14	0.43	0.55	0.218	0.1945	0.375	0.84	F
9.0	0.16	0.425	0.55	0.2035	0.215	0.343	0.793	M
8.0	0.15	0.43	0.56	0.161	0.22	0.453	0.8745	F
9.0	0.15	0.435	0.56	0.1835	0.1835	0.4755	0.8715	F
8.0	0.15	0.445	0.57	0.207	0.249	0.504	0.9875	M
9.0	0.15	0.465	0.575	0.2065	0.238	0.595	1.08	M
8.0	0.165	0.46	0.575	0.2465	0.2385	0.4005	0.9155	M
9.0	0.175	0.46	0.58	0.2205	0.3055	0.65	1.165	F
9.0	0.14	0.435	0.58	0.2165	0.2095	0.475	0.953	F
8.0	0.15	0.455	0.585	0.23	0.2335	0.4095	0.906	M
8.0	0.15	0.44	0.59	0.215	0.245	0.387	0.8725	M
9.0	0.15	0.465	0.59	0.239	0.2515	0.613	1.151	F
8.0	0.145	0.46	0.59	0.2205	0.275	0.453	0.9905	F
9.0	0.16	0.455	0.595	0.2655	0.288	0.452	1.04	F
8.0	0.155	0.455	0.6	0.2085	0.25	0.4365	0.945	M
9.0	0.2	0.465	0.6	0.1985	0.357	0.6405	1.259	M
11.0	0.165	0.485	0.605	0.193	0.2765	0.4535	0.9515	F
9.0	0.16	0.485	0.605	0.2875	0.38	0.417	1.201	F
9.0	0.17	0.515	0.605	0.2945	0.3315	0.6	1.289	F
11.0	0.17	0.485	0.61	0.229	0.305	0.5125	1.1005	F
8.0	0.13	0.475	0.615	0.1915	0.251	0.353	0.8425	I
10.0	0.155	0.485	0.62	0.231	0.25	0.462	1.049	M
8.0	0.155	0.435	0.62	0.236	0.275	0.477	1.012	F
9.0	0.165	0.48	0.62	0.235	0.312	0.4815	1.0725	M
10.0	0.175	0.52	0.625	0.322	0.3465	0.691	1.4105	M
11.0	0.18	0.47	0.625	0.3245	0.305	0.451	1.136	M
9.0	0.145	0.47	0.63	0.26	0.276	0.52	1.1005	M
10.0	0.175	0.5	0.63	0.268	0.329	0.467	1.1105	F
9.0	0.15	0.455	0.63	0.2745	0.305	0.481	1.1315	M
11.0	0.15	0.48	0.63	0.2425	0.31	0.6605	1.271	M
10.0	0.225	0.49	0.63	0.259	0.3245	0.6805	1.336	F
10.0	0.145	0.505	0.635	0.2655	0.315	0.505	1.1345	F
8.0	0.185	0.51	0.635	0.318	0.377	0.544	1.308	M
9.0	0.205	0.515	0.64	0.3345	0.4025	0.6635	1.5335	F
10.0	0.175	0.515	0.645	0.365	0.415	0.7035	1.546	F
11.0	0.155	0.51	0.645	0.3585	0.43	0.6405	1.539	M
11.0	0.165	0.505	0.645	0.3015	0.335	0.55	1.318	F
10.0	0.175	0.545	0.65	0.326	0.495	0.59	1.5245	F
10.0	0.175	0.515	0.65	0.3045	0.4	0.677	1.466	M
9.0	0.16	0.5	0.65	0.304	0.3195	0.702	1.3825	F
8.0	0.14	0.485	0.65	0.2435	0.215	0.475	1.175	M
11.0	0.215	0.54	0.655	0.296	0.444	0.695	1.5555	F
11.0	0.215	0.51	0.655	0.4095	0.4195	0.8885	1.7835	M
10.0	0.165	0.505	0.66	0.351	0.345	0.589	1.374	M
10.0	0.18	0.515	0.665	0.324	0.395	0.5945	1.389	F
11.0	0.2	0.545	0.67	0.374	0.41	0.833	1.7025	M
10.0	0.175	0.51	0.67	0.4475	0.345	0.651	1.5265	M
10.0	0.19	0.5	0.67	0.388	0.415	0.616	1.519	M
12.0	0.185	0.5	0.68	0.3255	0.4685	0.7665	1.741	F
11.0	0.17	0.515	0.68	0.306	0.395	0.8415	1.6115	M
12.0	0.2	0.525	0.69	0.3325	0.461	0.9165	1.7825	M
11.0	0.17	0.55	0.7	0.3265	0.32	0.7535	1.684	F
11.0	0.2	0.555	0.7	0.3665	0.595	0.73	1.858	M
10.0	0.165	0.56	0.705	0.4095	0.388	0.797	1.675	M
12.0	0.2	0.565	0.72	0.363	0.494	1.017	2.1055	M
13.0	0.24	0.575	0.725	0.413	0.5015	1.351	2.21	M
10.0	0.18	0.57	0.74	0.427	0.446	0.9115	1.8725	M
11.0	0.18	0.55	0.75	0.397	0.445	0.942	1.893	M
5.0	0.045	0.17	0.21	0.011	0.013	0.019	0.0475	I
5.0	0.055	0.21	0.285	0.017	0.0335	0.0415	0.101	I
6.0	0.07	0.215	0.295	0.0155	0.0405	0.047	0.121	I
6.0	0.085	0.23	0.3	0.0175	0.0415	0.05	0.117	I
6.0	0.09	0.225	0.305	0.034	0.0415	0.063	0.1465	I
5.0	0.08	0.255	0.335	0.0355	0.05	0.079	0.168	I
5.0	0.075	0.26	0.35	0.0245	0.055	0.09	0.18	I
6.0	0.075	0.27	0.355	0.0315	0.054	0.079	0.1775	I
7.0	0.09	0.26	0.355	0.0495	0.058	0.0715	0.1985	I
8.0	0.095	0.27	0.36	0.056	0.061	0.073	0.2	I
7.0	0.075	0.275	0.36	0.044	0.066	0.0985	0.2205	I
7.0	0.075	0.265	0.36	0.0365	0.055	0.083	0.1845	I
7.0	0.085	0.27	0.365	0.0525	0.066	0.0935	0.2225	I
6.0	0.095	0.27	0.37	0.046	0.065	0.097	0.2175	I
7.0	0.08	0.28	0.375	0.0925	0.07	0.0935	0.2165	I
7.0	0.095	0.285	0.38	0.0665	0.075	0.0895	0.243	I
6.0	0.1	0.29	0.38	0.0395	0.082	0.108	0.237	I
8.0	0.09	0.29	0.385	0.0505	0.076	0.1	0.2365	I
7.0	0.095	0.28	0.385	0.059	0.07	0.119	0.257	I
8.0	0.09	0.3	0.385	0.056	0.0835	0.1525	0.308	I
7.0	0.09	0.3	0.39	0.053	0.08	0.1065	0.252	I
7.0	0.1	0.285	0.39	0.062	0.077	0.1275	0.281	I
7.0	0.1	0.29	0.39	0.0465	0.073	0.095	0.2225	I
8.0	0.09	0.3	0.41	0.071	0.0955	0.129	0.304	I
8.0	0.09	0.3	0.41	0.0575	0.075	0.141	0.28	I
7.0	0.1	0.325	0.415	0.0625	0.0965	0.139	0.313	I
8.0	0.11	0.325	0.425	0.048	0.09	0.135	0.317	I
7.0	0.08	0.315	0.425	0.0585	0.095	0.131	0.303	I
7.0	0.1	0.335	0.435	0.07	0.11	0.129	0.3295	I
6.0	0.11	0.325	0.435	0.08	0.105	0.1595	0.367	I
8.0	0.095	0.34	0.45	0.064	0.105	0.1385	0.3245	I
7.0	0.11	0.335	0.45	0.085	0.1345	0.181	0.4195	I
10.0	0.115	0.36	0.455	0.0855	0.147	0.2085	0.457	I
7.0	0.11	0.35	0.46	0.083	0.1205	0.176	0.4	I
7.0	0.11	0.355	0.46	0.081	0.13	0.2015	0.4255	I
9.0	0.12	0.37	0.465	0.0815	0.147	0.188	0.4365	I
8.0	0.11	0.345	0.465	0.0735	0.12	0.1825	0.393	I
8.0	0.125	0.355	0.47	0.0985	0.155	0.21	0.499	I
8.0	0.145	0.36	0.475	0.137	0.19	0.2825	0.6325	I
7.0	0.1	0.36	0.475	0.099	0.112	0.1965	0.4285	M
8.0	0.125	0.36	0.475	0.1305	0.125	0.205	0.4905	I
9.0	0.125	0.37	0.48	0.1035	0.175	0.179	0.474	I
8.0	0.12	0.37	0.48	0.114	0.15	0.251	0.536	I
8.0	0.16	0.355	0.48	0.106	0.239	0.221	0.464	M
7.0	0.13	0.375	0.485	0.1285	0.16	0.2935	0.6025	I
8.0	0.115	0.375	0.49	0.0945	0.143	0.204	0.4615	I
8.0	0.135	0.4	0.49	0.1285	0.169	0.3035	0.624	I
8.0	0.125	0.37	0.495	0.091	0.15	0.2075	0.4715	I
8.0	0.105	0.4	0.495	0.1265	0.19	0.2505	0.602	I
8.0	0.12	0.4	0.5	0.143	0.1935	0.261	0.616	I
8.0	0.12	0.39	0.5	0.147	0.173	0.2455	0.5955	I
9.0	0.14	0.375	0.5	0.135	0.169	0.2375	0.559	I
7.0	0.13	0.395	0.51	0.143	0.162	0.281	0.6025	I
6.0	0.11	0.375	0.515	0.131	0.15	0.3005	0.6065	F
9.0	0.125	0.36	0.515	0.125	0.138	0.1815	0.4725	I
10.0	0.105	0.35	0.515	0.123	0.1275	0.213	0.4745	I
8.0	0.125	0.395	0.515	0.14	0.17	0.32	0.6635	I
8.0	0.125	0.39	0.515	0.1265	0.185	0.238	0.5705	I
9.0	0.145	0.41	0.52	0.1595	0.165	0.2965	0.646	I
7.0	0.13	0.39	0.52	0.1095	0.1895	0.2355	0.5545	I
8.0	0.145	0.415	0.525	0.1635	0.2875	0.3525	0.845	M
9.0	0.12	0.39	0.525	0.147	0.178	0.3115	0.664	I
8.0	0.135	0.38	0.525	0.159	0.175	0.261	0.615	I
7.0	0.14	0.4	0.525	0.16	0.169	0.305	0.654	I
9.0	0.155	0.4	0.525	0.1605	0.225	0.282	0.707	M
7.0	0.12	0.42	0.53	0.141	0.177	0.2555	0.5965	I
10.0	0.135	0.43	0.53	0.1455	0.2135	0.245	0.6255	I
9.0	0.145	0.4	0.53	0.1305	0.195	0.1935	0.555	I
11.0	0.13	0.42	0.53	0.167	0.249	0.3745	0.8365	I
7.0	0.13	0.4	0.535	0.162	0.175	0.2835	0.657	I
9.0	0.17	0.43	0.54	0.1815	0.24	0.3725	0.836	I
9.0	0.14	0.425	0.54	0.1395	0.25	0.32	0.742	I
9.0	0.14	0.43	0.54	0.1725	0.2295	0.3935	0.8195	I
10.0	0.14	0.455	0.54	0.255	0.269	0.419	0.972	M
9.0	0.14	0.42	0.54	0.1175	0.235	0.2505	0.6275	I
10.0	0.13	0.425	0.54	0.169	0.225	0.2955	0.7205	I
8.0	0.135	0.425	0.54	0.1545	0.213	0.3475	0.686	I
9.0	0.13	0.4	0.545	0.1455	0.18	0.3285	0.686	I
8.0	0.12	0.375	0.545	0.1155	0.1725	0.2375	0.543	I
8.0	0.125	0.42	0.545	0.112	0.22	0.358	0.717	I
10.0	0.14	0.435	0.55	0.1685	0.259	0.327	0.7625	M
9.0	0.15	0.425	0.55	0.1345	0.217	0.269	0.639	I
12.0	0.135	0.42	0.55	0.1485	0.23	0.3995	0.816	I
8.0	0.145	0.415	0.55	0.16	0.2215	0.373	0.7815	I
8.0	0.15	0.425	0.55	0.176	0.21	0.339	0.7665	I
9.0	0.13	0.395	0.555	0.1245	0.17	0.222	0.5585	I
8.0	0.14	0.435	0.555	0.15	0.206	0.3945	0.765	I
11.0	0.145	0.46	0.555	0.158	0.2765	0.3845	0.9005	I
10.0	0.15	0.445	0.56	0.187	0.236	0.3685	0.8225	I
8.0	0.13	0.44	0.56	0.149	0.2	0.349	0.7235	I
10.0	0.135	0.425	0.56	0.221	0.2645	0.3265	0.849	M
9.0	0.155	0.42	0.565	0.186	0.231	0.31	0.743	I
9.0	0.15	0.44	0.565	0.149	0.27	0.435	0.863	F
9.0	0.125	0.44	0.565	0.1825	0.215	0.3595	0.802	M
10.0	0.15	0.43	0.565	0.1735	0.219	0.4245	0.831	M
8.0	0.135	0.45	0.57	0.185	0.21	0.3345	0.7805	F
9.0	0.14	0.45	0.57	0.148	0.245	0.3385	0.795	M
9.0	0.17	0.435	0.57	0.166	0.25	0.4	0.848	I
10.0	0.145	0.43	0.57	0.144	0.2815	0.354	0.833	I
9.0	0.155	0.445	0.57	0.1705	0.28	0.3705	0.867	I
12.0	0.145	0.445	0.57	0.172	0.1825	0.306	0.7405	I
8.0	0.165	0.455	0.575	0.1805	0.268	0.3765	0.867	M
10.0	0.135	0.425	0.575	0.196	0.239	0.364	0.7965	I
10.0	0.155	0.47	0.575	0.238	0.34	0.509	1.116	F
9.0	0.125	0.45	0.575	0.188	0.235	0.3275	0.78	I
10.0	0.185	0.47	0.575	0.2175	0.355	0.3745	0.985	M
8.0	0.195	0.465	0.575	0.247	0.47	0.417	0.9965	F
9.0	0.17	0.445	0.575	0.1465	0.25	0.3475	0.8015	I
10.0	0.135	0.45	0.575	0.176	0.254	0.3615	0.807	I
8.0	0.15	0.435	0.575	0.218	0.36	0.4605	1.0305	F
9.0	0.16	0.445	0.575	0.198	0.239	0.4005	0.839	M
13.0	0.16	0.44	0.575	0.166	0.275	0.483	0.9615	M
8.0	0.15	0.435	0.58	0.1515	0.23	0.428	0.834	F
10.0	0.155	0.46	0.58	0.2225	0.295	0.469	1.0335	M
10.0	0.13	0.43	0.58	0.173	0.2285	0.365	0.798	M
9.0	0.125	0.445	0.58	0.1405	0.235	0.303	0.7095	I
10.0	0.14	0.445	0.585	0.2205	0.253	0.4305	0.913	F
10.0	0.165	0.49	0.59	0.235	0.309	0.559	1.207	M
10.0	0.145	0.45	0.59	0.268	0.265	0.428	1.022	I
11.0	0.145	0.46	0.59	0.1785	0.26	0.419	0.9015	I
8.0	0.15	0.435	0.595	0.17	0.265	0.4175	0.9	F
10.0	0.14	0.45	0.595	0.194	0.217	0.3965	0.838	M
10.0	0.145	0.45	0.595	0.2065	0.2535	0.463	0.959	M
8.0	0.15	0.46	0.595	0.1925	0.235	0.377	0.8335	I
8.0	0.155	0.46	0.6	0.2045	0.3	0.427	0.9735	F
9.0	0.15	0.475	0.6	0.196	0.305	0.575	1.13	F
9.0	0.165	0.48	0.6	0.1965	0.2725	0.4135	0.9165	M
8.0	0.17	0.48	0.6	0.2225	0.29	0.38	0.9175	I
10.0	0.18	0.48	0.6	0.2455	0.325	0.4495	1.0645	F
9.0	0.165	0.47	0.6	0.241	0.275	0.504	1.059	M
10.0	0.16	0.47	0.6	0.3045	0.2635	0.5625	1.194	M
9.0	0.145	0.455	0.605	0.1775	0.275	0.468	0.9775	F
8.0	0.145	0.475	0.605	0.1905	0.27	0.3835	0.884	M
9.0	0.145	0.47	0.605	0.2265	0.22	0.379	0.8025	I
8.0	0.14	0.48	0.605	0.2345	0.24	0.4735	0.991	F
9.0	0.155	0.47	0.605	0.224	0.3345	0.393	0.974	F
11.0	0.18	0.505	0.605	0.264	0.431	0.7285	1.434	F
10.0	0.155	0.475	0.61	0.228	0.266	0.4565	0.983	M
10.0	0.16	0.465	0.61	0.2515	0.28	0.4835	1.0725	F
12.0	0.15	0.485	0.61	0.2915	0.3085	0.6025	1.2405	F
9.0	0.16	0.47	0.61	0.2345	0.2945	0.449	1.022	M
10.0	0.16	0.475	0.61	0.223	0.379	0.3835	1.1155	F
9.0	0.125	0.465	0.61	0.19	0.26	0.436	0.9225	I
9.0	0.17	0.47	0.61	0.2405	0.31	0.5225	1.1185	M
7.0	0.18	0.485	0.61	0.2855	0.355	0.5735	1.2795	F
10.0	0.16	0.47	0.615	0.2395	0.28	0.473	1.0175	M
9.0	0.175	0.475	0.615	0.261	0.311	0.6035	1.224	M
12.0	0.18	0.485	0.62	0.256	0.315	0.4935	1.154	I
12.0	0.155	0.515	0.62	0.2605	0.335	0.6685	1.3255	F
13.0	0.175	0.515	0.62	0.241	0.395	0.535	1.221	M
11.0	0.165	0.54	0.62	0.2435	0.357	0.4995	1.139	F
11.0	0.16	0.49	0.62	0.246	0.305	0.446	1.066	I
12.0	0.18	0.48	0.62	0.2695	0.313	0.582	1.2215	F
9.0	0.14	0.47	0.62	0.16	0.295	0.3595	0.8565	I
10.0	0.135	0.45	0.62	0.2265	0.2965	0.358	0.924	I
12.0	0.15	0.48	0.62	0.2575	0.309	0.6285	1.266	M
9.0	0.175	0.48	0.62	0.2225	0.3	0.464	1.0405	F
11.0	0.165	0.49	0.625	0.2615	0.3325	0.4895	1.1165	M
10.0	0.16	0.475	0.625	0.2355	0.3105	0.5005	1.0845	M
9.0	0.17	0.5	0.625	0.22	0.354	0.4645	1.0985	M
12.0	0.155	0.47	0.625	0.2055	0.3145	0.643	1.1955	I
10.0	0.175	0.485	0.625	0.2615	0.3705	0.6765	1.362	F
9.0	0.15	0.485	0.625	0.2865	0.278	0.438	1.044	I
9.0	0.17	0.505	0.63	0.266	0.3	0.4615	1.0915	M
8.0	0.18	0.5	0.63	0.2325	0.3995	0.514	1.1965	F
11.0	0.17	0.49	0.63	0.273	0.339	0.5255	1.1745	M
10.0	0.165	0.485	0.63	0.2315	0.3035	0.6565	1.233	M
11.0	0.175	0.495	0.63	0.271	0.328	0.605	1.2695	M
13.0	0.165	0.5	0.635	0.3445	0.3615	0.715	1.489	I
12.0	0.17	0.5	0.635	0.309	0.418	0.611	1.4345	M
10.0	0.175	0.49	0.635	0.313	0.305	0.5805	1.2435	F
9.0	0.17	0.49	0.635	0.2665	0.38	0.5385	1.2615	F
10.0	0.165	0.505	0.64	0.2695	0.36	0.5215	1.2235	F
10.0	0.18	0.515	0.64	0.2925	0.3685	0.5475	1.247	M
11.0	0.185	0.525	0.64	0.4205	0.4435	0.763	1.707	M
10.0	0.15	0.505	0.645	0.2615	0.335	0.519	1.1605	M
12.0	0.175	0.5	0.645	0.288	0.386	0.5645	1.286	M
14.0	0.19	0.5	0.645	0.3715	0.3845	0.741	1.5595	M
9.0	0.19	0.51	0.645	0.345	0.48	0.605	1.4745	M
10.0	0.195	0.51	0.645	0.2215	0.3745	0.5885	1.226	M
9.0	0.16	0.51	0.645	0.309	0.317	0.6665	1.33	M
9.0	0.16	0.51	0.645	0.276	0.315	0.5815	1.2415	F
10.0	0.175	0.5	0.645	0.308	0.415	0.554	1.3375	M
10.0	0.19	0.51	0.645	0.362	0.36	0.573	1.363	F
9.0	0.15	0.485	0.645	0.2735	0.33	0.5695	1.2215	M
12.0	0.19	0.48	0.645	0.2905	0.35	0.6925	1.371	F
9.0	0.155	0.495	0.65	0.3195	0.335	0.615	1.337	F
11.0	0.19	0.505	0.65	0.23	0.391	0.59	1.274	M
11.0	0.185	0.525	0.65	0.337	0.378	0.665	1.488	M
9.0	0.16	0.51	0.65	0.2905	0.3665	0.6385	1.3835	M
10.0	0.18	0.55	0.655	0.281	0.365	0.586	1.274	M
9.0	0.15	0.51	0.655	0.223	0.305	0.4795	1.043	F
12.0	0.19	0.505	0.655	0.2745	0.425	0.5935	1.3485	F
11.0	0.195	0.505	0.655	0.3805	0.363	0.688	1.4405	F
9.0	0.165	0.5	0.66	0.269	0.341	0.667	1.3195	M
12.0	0.175	0.535	0.66	0.3125	0.415	0.711	1.5175	F
10.0	0.195	0.53	0.66	0.3295	0.495	0.6505	1.5505	M
14.0	0.165	0.51	0.66	0.3545	0.3925	0.7685	1.6375	M
11.0	0.175	0.525	0.665	0.3845	0.353	0.6635	1.443	M
11.0	0.16	0.505	0.665	0.253	0.3665	0.6145	1.289	M
11.0	0.16	0.505	0.665	0.2925	0.32	0.631	1.2915	F
12.0	0.175	0.52	0.665	0.32	0.395	0.606	1.3725	M
9.0	0.175	0.5	0.665	0.314	0.315	0.6075	1.2975	M
12.0	0.16	0.505	0.67	0.311	0.308	0.6255	1.2585	M
11.0	0.165	0.52	0.67	0.2865	0.3	0.711	1.39	M
13.0	0.19	0.52	0.67	0.3095	0.4275	0.5235	1.32	F
10.0	0.155	0.55	0.67	0.339	0.354	0.858	1.566	F
11.0	0.195	0.54	0.67	0.3305	0.465	0.74	1.619	F
13.0	0.16	0.525	0.675	0.2755	0.3545	0.572	1.2835	M
10.0	0.195	0.51	0.675	0.3175	0.3965	0.6045	1.382	F
10.0	0.195	0.52	0.68	0.391	0.4125	0.592	1.4535	M
11.0	0.2	0.51	0.68	0.339	0.4705	0.714	1.6075	F
11.0	0.15	0.52	0.685	0.293	0.32	0.7185	1.3735	M
11.0	0.175	0.565	0.685	0.375	0.438	0.7775	1.638	F
12.0	0.2	0.55	0.69	0.3675	0.46	0.687	1.569	F
10.0	0.175	0.565	0.7	0.3935	0.54	0.8445	1.8565	M
15.0	0.175	0.535	0.7	0.48	0.512	0.6805	1.773	F
11.0	0.17	0.545	0.705	0.4565	0.265	0.6435	1.58	F
11.0	0.215	0.575	0.71	0.4475	0.502	0.9895	2.009	M
12.0	0.195	0.57	0.71	0.4925	0.48	0.9925	1.9805	F
10.0	0.205	0.54	0.71	0.287	0.435	0.802	1.5805	F
11.0	0.22	0.56	0.71	0.454	0.566	0.9215	2.015	M
10.0	0.2	0.57	0.72	0.366	0.485	0.919	1.8275	M
13.0	0.205	0.55	0.72	0.4425	0.511	1.1455	2.125	M
7.0	0.18	0.525	0.72	0.3215	0.435	0.631	1.445	F
14.0	0.21	0.565	0.725	0.487	0.503	1.03	2.1425	F
11.0	0.19	0.56	0.73	0.5195	0.5655	0.799	1.9425	F
11.0	0.215	0.59	0.735	0.403	0.557	0.7275	1.747	M
12.0	0.205	0.565	0.74	0.5185	0.482	0.9655	2.119	F
11.0	0.215	0.565	0.75	0.4825	0.575	0.7735	1.938	F
12.0	0.205	0.595	0.75	0.421	0.63	1.083	2.2205	M
12.0	0.195	0.62	0.77	0.6415	0.642	1.1155	2.5155	M
12.0	0.25	0.63	0.775	0.76	0.578	1.3485	2.7795	M
5.0	0.09	0.175	0.275	0.057	0.0705	0.096	0.2315	I
6.0	0.1	0.245	0.375	0.091	0.1125	0.166	0.394	I
7.0	0.135	0.27	0.375	0.131	0.1675	0.272	0.597	F
7.0	0.125	0.28	0.39	0.0955	0.143	0.3035	0.564	M
8.0	0.12	0.3	0.435	0.139	0.1645	0.259	0.5965	I
7.0	0.12	0.32	0.445	0.09	0.117	0.199	0.414	M
6.0	0.105	0.335	0.455	0.0865	0.1	0.229	0.422	I
8.0	0.135	0.325	0.455	0.1715	0.211	0.4005	0.82	I
8.0	0.11	0.345	0.455	0.0855	0.1215	0.207	0.434	I
10.0	0.14	0.325	0.465	0.1535	0.209	0.362	0.7615	I
7.0	0.115	0.36	0.465	0.1395	0.12	0.295	0.5795	M
8.0	0.105	0.365	0.485	0.123	0.182	0.195	0.5205	I
9.0	0.155	0.37	0.485	0.2455	0.2365	0.419	0.968	M
9.0	0.16	0.345	0.485	0.185	0.319	0.3085	0.869	I
8.0	0.16	0.355	0.49	0.215	0.2825	0.3485	0.8795	F
9.0	0.15	0.37	0.5	0.223	0.296	0.494	1.0615	M
9.0	0.155	0.35	0.515	0.198	0.273	0.4185	0.9225	M
8.0	0.135	0.395	0.515	0.2495	0.252	0.472	1.007	M
10.0	0.17	0.365	0.525	0.2225	0.276	0.438	0.9605	M
7.0	0.125	0.38	0.525	0.155	0.159	0.303	0.65	M
8.0	0.14	0.41	0.53	0.1715	0.2105	0.3495	0.7545	M
8.0	0.135	0.425	0.535	0.1815	0.1795	0.3765	0.771	F
8.0	0.18	0.385	0.535	0.2295	0.304	0.4955	1.0835	I
8.0	0.165	0.42	0.545	0.2195	0.228	0.4235	0.8935	I
10.0	0.2	0.415	0.545	0.318	0.403	0.567	1.358	F
9.0	0.15	0.385	0.545	0.2445	0.2845	0.5425	1.1185	F
10.0	0.165	0.38	0.55	0.294	0.3345	0.543	1.205	F
10.0	0.16	0.42	0.55	0.311	0.344	0.6325	1.3405	M
9.0	0.175	0.455	0.57	0.2145	0.29	0.4805	1.02	M
10.0	0.185	0.44	0.575	0.2245	0.2485	0.5075	1.025	M
10.0	0.13	0.45	0.575	0.1715	0.213	0.403	0.8145	I
10.0	0.17	0.43	0.58	0.324	0.4155	0.6535	1.48	F
10.0	0.145	0.455	0.585	0.2685	0.258	0.3945	0.953	M
8.0	0.15	0.45	0.585	0.2035	0.253	0.3975	0.8915	I
11.0	0.175	0.495	0.6	0.284	0.3285	0.6195	1.3005	M
9.0	0.165	0.465	0.6	0.2205	0.251	0.4975	1.038	M
9.0	0.175	0.475	0.605	0.3055	0.343	0.5575	1.2525	M
10.0	0.15	0.475	0.605	0.232	0.297	0.575	1.15	M
11.0	0.15	0.475	0.61	0.2575	0.3005	0.5195	1.1135	F
10.0	0.145	0.455	0.615	0.238	0.315	0.5045	1.1155	F
10.0	0.145	0.47	0.62	0.2715	0.2565	0.511	1.0865	M
9.0	0.175	0.495	0.625	0.286	0.3185	0.5815	1.254	M
11.0	0.185	0.49	0.625	0.2535	0.344	0.5275	1.169	M
11.0	0.195	0.495	0.635	0.3115	0.3475	0.445	1.172	M
10.0	0.15	0.475	0.635	0.307	0.291	0.533	1.1845	F
8.0	0.14	0.475	0.64	0.2295	0.31	0.4895	1.0725	F
9.0	0.16	0.5	0.645	0.326	0.315	0.672	1.3815	M
11.0	0.19	0.525	0.65	0.3685	0.3965	0.777	1.6125	M
10.0	0.16	0.485	0.65	0.2785	0.3075	0.5715	1.7395	M
9.0	0.2	0.52	0.655	0.314	0.466	0.713	1.5475	F
10.0	0.19	0.545	0.655	0.333	0.378	0.6325	1.4245	M
11.0	0.185	0.515	0.665	0.293	0.4375	0.5595	1.3405	F
10.0	0.175	0.53	0.675	0.33	0.389	0.6775	1.4465	F
9.0	0.175	0.535	0.685	0.3775	0.4215	0.7175	1.5845	F
10.0	0.185	0.55	0.695	0.4015	0.3965	0.805	1.679	F
11.0	0.19	0.53	0.695	0.436	0.455	0.7625	1.726	M
13.0	0.18	0.545	0.705	0.3675	0.4645	0.6075	1.5395	F
9.0	0.195	0.55	0.72	0.4265	0.5015	1.0715	2.073	F
11.0	0.18	0.56	0.72	0.375	0.4425	0.691	1.5865	M
11.0	0.21	0.575	0.73	0.409	0.643	0.9285	2.069	M
5.0	0.04	0.135	0.185	0.0055	0.009	0.0105	0.027	I
4.0	0.055	0.18	0.24	0.013	0.018	0.0235	0.0555	I
7.0	0.075	0.215	0.31	0.0275	0.036	0.0565	0.1275	I
6.0	0.085	0.26	0.34	0.0335	0.06	0.0815	0.1885	I
7.0	0.08	0.265	0.35	0.042	0.06	0.09	0.2	I
6.0	0.085	0.27	0.365	0.0325	0.065	0.0815	0.197	I
